ts_sec,open,high,low,close,volume
1748736000,104544.6,104599.6,103860.9,104336.4,14341.262
1748750400,104336.4,104700.0,104138.0,104231.0,9469.678
1748764800,104230.9,104410.5,103704.1,104038.0,15555.538
1748779200,104038.0,104760.0,103708.6,104664.0,16896.822
1748793600,104663.9,105285.0,104280.1,105075.2,24033.126
1748808000,105075.2,105823.6,104833.1,105583.3,17123.814
1748822400,105583.3,105700.0,104520.0,104781.8,17614.141
1748836800,104781.8,105398.5,104549.8,105346.4,15376.453
1748851200,105346.4,105900.0,103867.8,104000.0,39491.959
1748865600,104000.1,104646.1,103600.6,104396.8,42551.179
1748880000,104396.9,104699.4,103982.9,104366.4,15855.761
1748894400,104366.5,105893.8,104366.5,105814.3,27363.425
1748908800,105814.4,106470.8,105280.0,105448.8,29321.06
1748923200,105448.8,105475.4,105062.5,105134.4,12956.522
1748937600,105134.4,105305.2,104822.4,105240.1,12289.458
1748952000,105240.1,106775.0,104969.4,106556.1,42236.633
1748966400,106556.1,106619.6,105526.2,106171.8,25039.332
1748980800,106179.7,106208.0,105200.4,105330.1,17373.002
1748995200,105330.1,105800.0,105072.0,105474.9,15154.628
1749009600,105474.8,105566.4,105200.0,105260.2,9967.039
1749024000,105260.1,105967.2,105039.1,105044.1,22229.278
1749038400,105044.2,105510.2,104111.7,105254.7,44030.271
1749052800,105254.7,105437.8,104824.0,104870.4,14054.096
1749067200,104870.4,105006.3,104350.0,104641.8,13098.813
1749081600,104641.8,105225.6,104594.8,104991.4,11856.411
1749096000,104991.5,105183.0,104321.2,104473.0,15487.56
1749110400,104473.1,104880.0,104373.0,104772.7,10288.16
1749124800,104772.7,105878.3,103825.0,104490.5,68596.82
1749139200,104490.5,104547.9,101500.0,101872.9,76338.478
1749153600,101873.0,102163.9,100305.1,101458.6,63671.245
1749168000,101458.7,102464.7,101003.4,102444.9,24397.812
1749182400,102445.0,103424.5,102321.1,103096.8,28923.945
1749196800,103096.7,103953.9,103096.7,103866.0,24302.565
1749211200,103865.9,105283.0,103471.4,105035.4,61774.111
1749225600,105035.4,105240.0,104010.0,104176.9,25548.57
1749240000,104177.0,104574.9,104109.2,104240.0,9353.903
1749254400,104240.1,104856.0,103800.1,104822.4,15787.969
1749268800,104822.4,105293.0,104591.9,104813.6,13412.441
